Company,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,TouchScreen,IPS
Asus,Notebook,14.0,Intel Core i3,4,128,Intel,Windows,1.3,27119,No,No
Asus,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,2.9,113060,No,No
Lenovo,Notebook,17.3,Intel Core i5,6,1,Nvidia,Windows,2.8,34578,No,No
Lenovo,Notebook,15.6,Intel Core i5,8,2,Nvidia,Other,2.2,29250,No,No
Asus,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.5,67399,No,No
Lenovo,Notebook,15.6,Intel Other,4,1,Intel,Other,2.2,19180,No,No
HP,2 in 1 Convertible,13.3,Intel Core i7,16,256,Intel,Windows,1.28,105228,Yes,No
Toshiba,Notebook,15.6,Intel Core i7,8,256,Nvidia,Windows,2.2,55571,No,Yes
Lenovo,Notebook,15.6,Intel Core i5,8,1281,Nvidia,Windows,2.3,43636,No,No
HP,Notebook,15.6,Intel Core i3,4,1,Intel,Windows,1.86,24988,No,No
Lenovo,Notebook,13.3,Intel Core i5,8,256,Intel,Windows,1.1,53226,No,Yes
Dell,Ultrabook,13.3,Intel Core i7,16,1,Intel,Windows,1.21,133146,Yes,Yes
MSI,Gaming,15.6,Intel Core i7,16,2561,Nvidia,Windows,2.8,111834,No,Yes
Acer,Notebook,15.6,AMD,8,256,AMD,Windows,2.23,24988,No,No
Asus,2 in 1 Convertible,11.6,Intel Celeron,2,32,Intel,Windows,1.1,14652,Yes,No
Dell,Notebook,15.6,Intel Core i5,8,1281,AMD,Windows,2.33,44968,No,No
HP,2 in 1 Convertible,13.3,Intel Core i7,16,1,Intel,Windows,1.29,130482,Yes,Yes
Lenovo,Notebook,13.3,Intel Celeron,4,16,Intel,Other,1.45,24503,No,No
HP,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.95,52214,No,No
Acer,Notebook,11.6,Intel Other,4,128,Intel,Windows,1.4,25840,No,No
HP,Notebook,14.0,Intel Core i7,8,256,Intel,Windows,1.48,68837,No,No
Lenovo,Notebook,17.3,Intel Core i5,4,1,Nvidia,Windows,2.79,31381,No,No
Asus,Notebook,14.0,Intel Core i7,8,256,Intel,Windows,2.0,58288,No,No
HP,Notebook,15.6,Intel Core i7,8,1,Intel,Windows,2.1,48058,No,Yes
Acer,Notebook,15.6,AMD,8,256,AMD,Windows,2.2,35111,No,No
Lenovo,Notebook,14.0,Intel Celeron,4,32,Intel,Windows,1.44,15557,No,No
Acer,Notebook,15.6,Intel Core i5,6,1,Intel,Windows,2.23,29250,No,No
Asus,Ultrabook,15.6,Intel Core i7,8,256,Nvidia,Windows,1.7,55938,No,No
HP,Ultrabook,12.5,Intel Core i7,8,256,Intel,Windows,1.26,71128,No,No
Dell,Notebook,15.6,Intel Core i7,32,1,Nvidia,Windows,2.06,140605,Yes,No
MSI,Gaming,17.3,Intel Core i7,8,2561,Nvidia,Windows,2.7,63882,No,No
Toshiba,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,2.0,50243,No,Yes
Asus,Notebook,14.0,Intel Core i7,8,2561,Intel,Windows,2.0,71075,No,No
Lenovo,Notebook,15.6,Intel Core i3,4,1,Intel,Windows,1.85,23922,No,No
Asus,Gaming,15.6,Intel Core i7,8,256,Nvidia,Windows,2.5,53226,No,No
HP,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.48,67559,No,No
Dell,Ultrabook,15.6,Intel Core i5,8,1281,Nvidia,Windows,1.9,55890,No,Yes
HP,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,1.84,60952,No,No
Asus,Notebook,15.6,Intel Celeron,4,1,Intel,Linux,2.0,14651,No,No
Dell,Notebook,15.6,Intel Core i5,8,256,Nvidia,Windows,2.0,60885,No,No
Dell,Notebook,15.6,Intel Celeron,4,500,Intel,Linux,2.2,14646,No,No
Lenovo,Notebook,15.6,AMD,12,2,AMD,Windows,2.2,47898,No,No
HP,Notebook,15.6,Intel Core i3,8,1,Nvidia,Windows,2.1,38148,No,Yes
Lenovo,2 in 1 Convertible,13.9,Intel Core i7,16,512,Intel,Windows,1.4,111834,Yes,Yes
Dell,Ultrabook,13.3,Intel Core i7,8,256,Intel,Windows,1.2,84129,No,No
Lenovo,Gaming,15.6,Intel Core i7,16,2562,Nvidia,Windows,2.4,60153,No,Yes
HP,Notebook,14.0,Intel Celeron,2,32,Intel,Windows,1.44,14865,No,No
Dell,Ultrabook,15.6,Intel Core i7,16,512256,Intel,Windows,1.88,85672,No,No
Asus,2 in 1 Convertible,11.6,Intel Celeron,4,32,Intel,Windows,1.5,19980,Yes,No
Dell,Ultrabook,15.6,Intel Core i5,8,1,AMD,Windows,1.9,35324,No,No
Dell,Notebook,15.6,Intel Core i7,16,512,Nvidia,Windows,2.06,108020,Yes,No
HP,Notebook,15.6,Intel Core i7,8,256,Intel,Windows,1.84,69477,No,No
MSI,Gaming,17.3,Intel Core i7,8,1281,Nvidia,Windows,2.7,75071,No,No
HP,Other,15.6,Intel Core i7,8,256,Nvidia,Windows,2.6,92615,No,No
Toshiba,Notebook,15.6,Intel Core i7,16,512,Nvidia,Windows,2.4,74751,No,Yes
Dell,Notebook,15.6,Intel Core i7,8,1282,AMD,Windows,2.02,51729,No,No
Lenovo,Notebook,15.6,Intel Celeron,4,1,Intel,Other,2.2,17155,No,No
Dell,Gaming,15.6,Intel Core i5,8,1,Nvidia,Windows,2.65,53226,No,No
Dell,Notebook,15.6,Intel Core i5,8,2,Intel,Windows,2.36,29696,Yes,No
Dell,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.36,76030,No,No
HP,Notebook,15.6,Intel Core i3,4,500,Intel,Windows,1.86,23389,No,No
Asus,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,2.0,50349,No,No
Lenovo,Notebook,17.3,Intel Core i5,6,1281,Nvidia,Windows,2.8,38308,No,No
HP,Notebook,15.6,Intel Core i5,8,1,Intel,Windows,1.86,34045,No,No
Lenovo,Notebook,15.6,Intel Core i3,8,256,Nvidia,Other,2.2,26586,No,No
HP,Notebook,15.6,Intel Other,8,2,Intel,Windows,2.04,20725,No,No
Dell,Notebook,17.3,Intel Core i5,8,1281,AMD,Windows,2.8,57808,No,No
Lenovo,Gaming,15.6,Intel Core i5,8,1281,Nvidia,Other,2.4,43103,No,Yes
Dell,Notebook,15.6,Intel Core i7,8,256,AMD,Windows,2.33,47898,No,No
HP,Ultrabook,14.0,Intel Core i7,8,256,Intel,Windows,1.36,93240,No,Yes
Asus,2 in 1 Convertible,15.6,Intel Core i7,12,5122,Nvidia,Windows,2.26,58554,Yes,No
Acer,Notebook,15.6,AMD,4,128,AMD,Windows,2.1,22697,No,No
Asus,Gaming,17.3,AMD,16,2561,AMD,Windows,3.25,117162,No,Yes
Lenovo,Notebook,17.3,AMD,4,128,AMD,Windows,2.6,26053,No,No
Dell,2 in 1 Convertible,13.3,Intel Core i7,8,256,Intel,Windows,1.62,46300,Yes,No
HP,Notebook,15.6,AMD,4,256,AMD,Windows,1.91,26053,No,No
Lenovo,Other,11.6,Intel Celeron,4,128,Intel,Windows,1.59,29463,No,Yes
Dell,Notebook,15.6,Intel Celeron,4,500,Intel,Windows,1.8,16463,No,No
Asus,Notebook,14.0,Intel Celeron,4,32,Intel,Windows,1.5,15238,No,No
Acer,Notebook,15.6,Intel Core i7,8,1,Nvidia,Linux,2.4,45074,No,No
HP,Gaming,17.3,Intel Core i7,8,1281,Nvidia,Windows,3.35,63456,No,Yes
Lenovo,Notebook,15.6,Intel Core i3,4,128,Intel,Other,1.85,21498,No,No
Asus,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.3,88178,No,Yes
Lenovo,Notebook,14.0,Intel Core i5,8,256,Nvidia,Windows,1.5,58554,No,Yes
Asus,Ultrabook,13.3,Intel Core i7,16,512,Intel,Windows,1.1,93181,Yes,No
Lenovo,Ultrabook,14.0,Intel Core i7,8,512,Intel,Windows,1.13,121584,No,Yes
Lenovo,Notebook,13.3,Intel Core i3,4,128,Intel,Windows,1.5,29250,No,Yes
Dell,Other,15.6,Intel Core i5,8,500,AMD,Windows,2.23,72940,No,No
Dell,Other,15.6,Intel Core i7,8,256,Nvidia,Windows,2.0,113752,No,Yes
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,512,Intel,Windows,1.42,133679,Yes,No
Asus,Gaming,17.3,Intel Core i7,8,1,Nvidia,Windows,3.0,55357,No,No
Asus,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,3.0,84768,No,No
Acer,Notebook,15.6,Intel Core i5,12,1,Nvidia,Windows,2.2,36975,No,Yes
MSI,Gaming,17.3,Intel Core i7,8,256,Nvidia,Windows,2.7,71874,No,No
Dell,Notebook,15.6,Intel Core i7,8,256,AMD,Linux,2.33,41498,No,No
HP,Ultrabook,15.6,AMD,4,256,AMD,Windows,1.91,26586,No,No
Lenovo,Notebook,15.6,Intel Core i7,8,256,AMD,Windows,2.1,65510,No,Yes
Lenovo,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.9,49976,No,Yes
Dell,Other,15.6,Intel Core i7,8,256,Nvidia,Windows,1.78,144495,Yes,No
Lenovo,Ultrabook,14.0,Intel Core i7,16,1,Intel,Windows,1.13,139860,No,Yes
Lenovo,Notebook,15.6,Intel Celeron,4,1,Intel,Windows,2.2,16303,No,No
Asus,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,2.9,81465,No,No
Lenovo,Notebook,15.6,Intel Core i5,8,2561,AMD,Windows,2.1,60978,No,Yes
Acer,Notebook,15.6,Intel Core i7,8,256,Nvidia,Linux,2.5,46833,No,No
MSI,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,2.8,119826,No,No
Asus,Ultrabook,14.0,Intel Core i7,8,512,Intel,Windows,1.1,99793,No,No
Toshiba,Ultrabook,13.3,Intel Core i7,16,512,Intel,Windows,1.2,93080,No,No
Dell,Ultrabook,14.0,Intel Core i7,8,512,Intel,Windows,1.36,89510,No,No
Lenovo,Notebook,15.6,Intel Core i3,4,500,Intel,Windows,2.2,21791,No,No
Lenovo,Notebook,11.6,Intel Celeron,2,32,Intel,Windows,1.15,16221,No,No
Lenovo,Other,15.6,Intel Core i7,8,512,Nvidia,Windows,2.67,102564,No,No
Lenovo,Ultrabook,14.0,Intel Core i7,8,512,Nvidia,Windows,1.7,103523,No,Yes
HP,Notebook,15.6,Intel Core i3,4,1,AMD,Windows,2.1,24988,No,No
Acer,2 in 1 Convertible,13.3,Intel Core i7,8,256,Intel,Windows,1.6,42038,Yes,Yes
Asus,2 in 1 Convertible,13.3,Intel Core i5,8,256,Intel,Windows,1.27,49443,Yes,Yes
Dell,Notebook,15.6,Intel Core i5,4,256,AMD,Linux,2.3,31909,No,No
Dell,Notebook,13.3,Intel Core i3,4,128,Intel,Windows,1.65,36709,No,No
HP,Ultrabook,14.0,Intel Core i7,8,256,Intel,Windows,1.43,79920,No,No
Dell,Notebook,15.6,Intel Core i5,8,1,Intel,Windows,2.14,28768,No,No
Lenovo,Ultrabook,14.0,Intel Core i7,8,256,AMD,Windows,1.75,64755,No,Yes
Lenovo,2 in 1 Convertible,15.6,Intel Core i7,16,512,Nvidia,Windows,2.0,101178,Yes,Yes
Other,Notebook,12.3,Intel Celeron,6,64,Intel,Windows,1.4,23922,No,Yes
HP,Notebook,15.6,Intel Core i7,8,256,Intel,Windows,2.31,76030,No,No
Asus,Notebook,15.6,Intel Core i3,8,1,Nvidia,Linux,2.3,31808,No,No
Dell,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,4.42,149130,No,Yes
Dell,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.62,61751,No,Yes
Dell,Notebook,15.6,Intel Core i7,8,2562,AMD,Windows,2.02,60867,No,No
Dell,Ultrabook,14.0,Intel Core i7,8,256,Intel,Linux,1.6,58554,No,No
HP,Gaming,17.3,Intel Core i7,12,2561,Nvidia,Windows,3.35,106506,No,No
Other,2 in 1 Convertible,11.6,Intel Celeron,4,32,Intel,Windows,1.16,15930,Yes,Yes
Other,Other,11.6,Intel Celeron,4,16,Intel,Other,1.15,14332,No,No
Lenovo,Notebook,13.3,Intel Core i7,8,256,Intel,Windows,1.4,53812,No,Yes
Lenovo,Notebook,14.0,Intel Core i3,4,128,Intel,Windows,1.7,31914,No,Yes
Lenovo,Other,15.6,Intel Core i7,16,512,Nvidia,Windows,2.3,130269,No,Yes
Lenovo,Notebook,15.6,Intel Core i7,16,512,Nvidia,Windows,2.5,130482,No,No
Asus,Gaming,17.3,AMD,8,2561,AMD,Windows,3.2,90309,No,No
HP,Notebook,15.6,Intel Celeron,4,500,Intel,Windows,2.1,18488,No,No
Other,Ultrabook,12.3,Intel Core i7,16,512,Intel,Other,1.1,117162,Yes,No
Lenovo,Ultrabook,14.0,Intel Core i7,24,512,Intel,Windows,1.32,126912,No,No
Asus,Notebook,15.6,Intel Core i5,4,256,Intel,Linux,2.0,29783,No,No
Lenovo,Notebook,17.3,AMD,8,1,AMD,Windows,2.8,27652,No,No
Dell,Notebook,15.6,Intel Core i5,4,256,AMD,Windows,2.2,39906,No,No
Lenovo,Ultrabook,12.5,Intel Core i5,8,256,Intel,Windows,1.36,76137,No,Yes
Lenovo,Notebook,15.6,Intel Other,4,128,Intel,Windows,2.2,18594,No,No
HP,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.2,58554,No,Yes
Dell,Notebook,14.0,Intel Core i5,8,256,Nvidia,Windows,1.64,62817,No,No
Acer,Notebook,15.6,Intel Core i5,4,500,Intel,Linux,2.4,23539,No,No
Dell,Other,15.6,Intel Other,8,641,Nvidia,Windows,2.23,106187,No,No
MSI,Gaming,15.6,Intel Core i5,8,256,Nvidia,Windows,2.2,54757,No,No
Other,Ultrabook,13.5,Intel Core i7,16,512,Intel,Windows,1.25,137941,Yes,No
HP,Notebook,15.6,Intel Core i5,8,128,Intel,Windows,1.91,31381,No,No
Dell,Other,15.6,Intel Core i7,16,256,Nvidia,Windows,2.17,105228,No,Yes
HP,Other,15.6,Intel Core i7,8,512,Intel,Windows,2.31,81731,No,Yes
Lenovo,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.65,71661,No,No
Dell,Notebook,15.6,Intel Core i7,8,1281,AMD,Windows,2.36,52161,No,No
Dell,2 in 1 Convertible,11.6,Intel Other,4,500,Intel,Windows,1.47,25521,Yes,No
Dell,Notebook,17.3,Intel Core i7,8,1,Nvidia,Windows,4.42,109010,No,Yes
Other,Ultrabook,13.5,Intel Other,4,128,Intel,Windows,1.252,52693,Yes,No
Other,Ultrabook,13.5,Intel Core i7,8,256,Intel,Windows,1.25,95850,Yes,No
HP,Notebook,17.3,Intel Core i3,8,256,Intel,Windows,2.5,34093,No,No
Acer,Notebook,15.6,Intel Core i3,4,1,Nvidia,Windows,2.23,28984,No,No
Acer,Other,11.6,Intel Celeron,4,128,Intel,Windows,1.4,23176,No,No
Asus,Notebook,15.6,Intel Core i5,8,1,Intel,Windows,2.37,39906,No,No
Lenovo,Notebook,14.0,Intel Core i7,8,512,AMD,Other,1.5,42570,No,Yes
Lenovo,Notebook,15.6,Intel Core i7,8,256,Nvidia,Windows,2.67,111355,No,No
Asus,Notebook,15.6,Intel Other,4,500,Intel,Windows,2.0,16197,No,No
Acer,Notebook,15.6,Intel Core i3,4,500,Nvidia,Windows,2.2,24988,No,No
Dell,Notebook,15.6,Intel Core i5,8,2,AMD,Windows,2.02,40439,No,No
HP,Gaming,17.3,Intel Core i7,12,1,Nvidia,Windows,3.78,90522,No,Yes
Lenovo,Ultrabook,14.0,Intel Core i7,12,256,Intel,Windows,1.4,98994,No,Yes
HP,2 in 1 Convertible,13.3,Intel Core i7,8,512,Intel,Windows,1.29,106506,Yes,Yes
HP,Notebook,15.6,Intel Core i5,8,500,AMD,Windows,1.9,61485,No,No
Other,Ultrabook,12.3,Intel Core i5,8,128,Intel,Other,1.1,67932,Yes,No
Dell,Ultrabook,13.3,Intel Core i5,8,256,Intel,Windows,1.42,98133,Yes,No
Asus,Notebook,15.6,Intel Core i7,12,1281,Intel,Windows,2.06,69210,No,Yes
Dell,Notebook,14.0,Intel Core i3,8,128,Intel,Windows,1.79,39427,No,No
Dell,Other,15.6,Intel Core i7,8,256,Nvidia,Windows,1.78,128298,No,No
Lenovo,Notebook,14.0,Intel Core i5,8,180,Intel,Windows,1.7,72673,No,No
Dell,Notebook,15.6,Intel Core i5,8,1,AMD,Windows,2.2,35964,No,No
Toshiba,Notebook,13.3,Intel Core i5,8,256,Intel,Windows,1.05,89084,No,Yes
Dell,Notebook,15.6,Intel Core i7,8,512,Nvidia,Windows,2.16,67239,No,Yes
Dell,Notebook,15.6,Intel Core i3,4,1,Intel,Windows,2.18,31254,No,No
HP,Notebook,13.3,Intel Core i5,4,128,Intel,Windows,1.49,38681,No,Yes
Other,Notebook,15.6,Intel Other,4,64,Intel,Windows,1.89,13261,No,No
Lenovo,Notebook,15.6,Intel Core i3,4,128,Intel,Windows,2.3,30103,No,No
Lenovo,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.75,55890,No,Yes
Dell,Other,15.6,Intel Core i7,16,512,Nvidia,Windows,2.17,124568,No,Yes
Dell,Notebook,15.6,Intel Core i7,16,512,Nvidia,Windows,2.06,101178,No,No
Lenovo,Ultrabook,12.5,Intel Core i7,16,512,Intel,Windows,1.36,95797,No,Yes
Asus,Ultrabook,12.5,Intel Core i7,16,512,Intel,Windows,0.91,103896,No,No
Lenovo,Notebook,15.6,Intel Core i5,8,256,Nvidia,Windows,2.3,53918,No,Yes
Toshiba,Ultrabook,13.3,Intel Core i7,32,512,Intel,Windows,1.05,149130,Yes,No
Asus,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,1.99,71928,No,No
Acer,Notebook,15.6,AMD,8,1,AMD,Windows,2.2,30849,No,No
Asus,Gaming,17.3,Intel Core i7,24,2561,Nvidia,Windows,4.33,67612,Yes,Yes
Lenovo,Ultrabook,12.5,Intel Core i5,8,180,Intel,Windows,1.3,58554,No,Yes
Lenovo,Notebook,15.6,Intel Core i7,8,256,Intel,Windows,2.17,47893,No,No
HP,Notebook,14.0,Intel Core i7,8,1,Intel,Windows,1.48,93186,No,No
Lenovo,Notebook,13.3,Intel Core i3,8,256,Intel,Windows,1.4,50562,No,Yes
Lenovo,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,2.3,48538,No,Yes
Asus,Other,11.6,Intel Celeron,4,64,Intel,Windows,1.2,18115,No,No
HP,Notebook,15.6,Intel Core i5,8,256,AMD,Windows,1.91,32979,No,No
Lenovo,2 in 1 Convertible,13.9,Intel Core i5,8,256,Intel,Windows,1.4,85194,Yes,Yes
Lenovo,Notebook,14.0,Intel Celeron,4,500,Intel,Windows,2.1,15930,No,No
Lenovo,Other,11.6,Intel Celeron,4,16,Intel,Other,1.25,14119,No,No
Lenovo,Notebook,13.3,Intel Core i5,8,256,Intel,Windows,1.44,50562,No,No
Asus,Notebook,15.6,Intel Core i7,8,2561,Intel,Windows,2.0,65214,No,No
Acer,Notebook,15.6,Intel Core i5,4,1,Nvidia,Windows,2.2,32660,No,Yes
HP,Ultrabook,13.3,Intel Core i7,8,512,Intel,Windows,1.34,70489,No,Yes
Lenovo,Gaming,15.6,Intel Core i7,8,2561,Nvidia,Other,2.4,61218,No,Yes
Dell,Ultrabook,13.3,Intel Core i5,8,128,Intel,Windows,1.29,47898,Yes,Yes
Acer,Notebook,15.6,Intel Core i7,4,500,Nvidia,Windows,2.2,34045,No,No
Dell,Notebook,15.6,Intel Core i5,8,1,Intel,Windows,2.18,44542,No,No
Dell,Notebook,15.6,Intel Core i7,16,2562,AMD,Windows,2.2,64961,No,No
Other,Notebook,15.6,Intel Core i7,16,256,Nvidia,Other,1.95,74589,No,Yes
Asus,Other,11.6,Intel Celeron,2,32,Intel,Windows,1.1,13053,No,No
HP,Notebook,15.6,Intel Core i5,4,1,Intel,Windows,2.04,27783,Yes,No
Asus,Gaming,15.6,Intel Core i7,24,512,Nvidia,Windows,2.24,158135,No,No
HP,Notebook,15.6,Intel Core i5,8,256,Nvidia,Windows,2.04,47365,No,No
Asus,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,3.0,80133,No,No
Lenovo,Gaming,15.6,Intel Core i7,8,2561,Nvidia,Windows,3.2,74538,No,Yes
HP,Ultrabook,13.3,Intel Core i7,8,256,Intel,Windows,1.32,74538,No,Yes
Dell,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.64,68184,No,No
HP,Notebook,15.6,Intel Core i3,4,128,Intel,Windows,1.63,36709,No,No
Dell,Notebook,17.3,Intel Core i5,8,1281,AMD,Linux,2.8,47365,No,Yes
Lenovo,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,2.02,71395,No,No
Lenovo,Notebook,15.6,Intel Core i7,4,1,Nvidia,Windows,2.2,42570,No,No
Lenovo,Notebook,15.6,Intel Core i3,8,2,Nvidia,Other,2.2,24455,No,No
Dell,Notebook,15.6,Intel Core i5,4,500,AMD,Windows,2.3,31168,No,No
Dell,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,1.9,73366,No,No
Dell,Gaming,17.3,Intel Core i7,16,1281,Nvidia,Windows,4.42,160520,No,Yes
Toshiba,Notebook,15.6,Intel Core i5,8,500,Intel,Windows,2.0,45820,No,Yes
Asus,Notebook,15.6,Intel Core i7,8,2561,Nvidia,Windows,2.0,69210,No,Yes
Other,Notebook,13.3,Intel Celeron,4,32,Intel,Windows,1.2,19660,No,Yes
Asus,Gaming,15.6,Intel Core i5,8,1281,Nvidia,Windows,2.3,87858,No,Yes
Dell,Notebook,15.6,Intel Core i7,8,256,Nvidia,Windows,1.93,72940,No,No
Dell,Notebook,15.6,Intel Core i5,8,256,AMD,Windows,2.2,42486,No,No
HP,Notebook,15.6,Intel Other,4,256,Intel,Windows,1.86,21258,No,No
HP,Gaming,17.3,Intel Core i7,12,1,Nvidia,Windows,2.62,95850,No,No
Lenovo,Notebook,14.0,Intel Core i7,8,256,Nvidia,Windows,1.87,45767,No,Yes
Dell,Ultrabook,13.3,Intel Core i7,8,256,Intel,Windows,1.2,74538,Yes,No
Dell,Notebook,14.0,Intel Core i3,4,128,Intel,Windows,1.6,39207,No,No
HP,Ultrabook,13.3,Intel Core i7,8,256,Intel,Windows,1.34,61005,No,Yes
Acer,Gaming,15.6,Intel Core i5,8,1,Nvidia,Linux,2.4,42517,No,No
Asus,Notebook,15.6,AMD,4,500,AMD,Windows,2.0,18594,No,No
HP,Notebook,15.6,Intel Core i3,4,128,Intel,Windows,2.1,37589,No,No
Lenovo,Notebook,14.0,Intel Core i5,4,500,Intel,Windows,1.87,41824,No,No
Lenovo,Notebook,15.6,Intel Core i5,4,1,Intel,Other,2.15,24634,No,No
HP,Notebook,15.6,Intel Core i3,4,500,Intel,Windows,1.86,21152,No,No
Lenovo,Notebook,15.6,Intel Core i7,8,512,Intel,Windows,1.99,92121,No,Yes
Lenovo,Notebook,15.6,Intel Core i3,4,128,Intel,Windows,2.2,26586,No,No
Dell,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,1.9,59513,No,No
Dell,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,4.42,143802,No,Yes
HP,Notebook,17.3,Intel Core i3,8,1,Intel,Windows,2.65,28992,No,No
HP,Notebook,17.3,Intel Core i7,8,1,Nvidia,Windows,2.63,68198,No,No
Asus,Notebook,15.6,Intel Celeron,4,500,Intel,Linux,2.0,11934,No,No
Other,Notebook,13.3,Intel Other,4,32,Intel,Windows,1.35,13586,No,Yes
Lenovo,Notebook,17.3,Intel Core i7,6,1281,Nvidia,Windows,2.8,50562,No,No
HP,Notebook,15.6,AMD,6,128,AMD,Windows,1.91,30310,No,Yes
Dell,Notebook,15.6,Intel Core i3,4,1,AMD,Windows,2.18,32921,No,No
Acer,2 in 1 Convertible,11.6,Intel Celeron,4,32,Intel,Windows,1.25,18594,Yes,Yes
Lenovo,Notebook,15.6,Intel Core i3,4,128,Intel,Windows,2.05,33566,No,No
HP,Ultrabook,13.3,Intel Other,16,512,Intel,Windows,1.16,104695,Yes,Yes
Lenovo,Notebook,17.3,Intel Core i7,8,256,Nvidia,Windows,3.4,159786,No,Yes
Asus,Notebook,15.6,Intel Core i5,8,1281,Nvidia,Windows,2.5,44701,No,No
Dell,Ultrabook,13.3,Intel Core i5,8,128,Intel,Windows,1.21,85194,Yes,Yes
Dell,Notebook,15.6,Intel Core i5,4,500,Intel,Windows,1.93,51095,No,No
Other,Notebook,15.6,Intel Core i5,8,1,Intel,Windows,2.2,39373,No,No
Lenovo,Notebook,15.6,Intel Other,4,500,Intel,Windows,2.2,18328,No,No
Lenovo,Notebook,14.0,Intel Core i5,4,500,Intel,Windows,2.02,52747,No,No
HP,Other,17.3,Intel Core i5,8,500,Nvidia,Windows,3.14,99153,No,No
HP,Notebook,14.0,Intel Other,8,2,Intel,Windows,1.94,20725,No,No
HP,Notebook,15.6,AMD,6,256,AMD,Windows,1.95,34578,No,Yes
Lenovo,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,2.3,44222,No,No
Lenovo,Notebook,15.6,Intel Core i5,4,500,Intel,Windows,2.05,36496,No,No
Other,Notebook,14.0,Intel Other,4,32,Intel,Windows,1.4,13266,No,No
Toshiba,Ultrabook,14.0,Intel Core i7,16,512,Intel,Windows,1.24,99367,Yes,No
Lenovo,Gaming,17.3,Intel Core i7,32,2561,Nvidia,Windows,4.6,141884,No,Yes
MSI,Gaming,17.3,Intel Core i7,16,5121,Nvidia,Windows,4.14,145401,No,No
Dell,Notebook,15.6,Intel Core i7,8,256,AMD,Linux,2.2,39907,No,No
Other,Notebook,14.0,Intel Celeron,4,32,Intel,Windows,1.45,20725,No,Yes
Dell,Notebook,15.6,Intel Core i5,8,500,Intel,Windows,1.9,53733,No,No
HP,Notebook,13.3,Intel Core i3,4,128,Intel,Windows,1.49,38308,No,No
Dell,Notebook,15.6,Intel Core i7,16,256,Nvidia,Windows,1.93,81912,No,No
Dell,Other,11.6,Intel Celeron,4,16,Intel,Other,1.26,15717,No,No
MSI,Gaming,17.3,Intel Core i7,16,1281,Nvidia,Windows,4.5,125154,No,No
HP,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,3.78,79813,No,Yes
Lenovo,Ultrabook,14.0,Intel Core i7,12,256,Intel,Windows,1.4,89137,No,Yes
Lenovo,Notebook,15.6,Intel Core i7,12,1,Intel,Windows,2.2,32447,Yes,No
Asus,Gaming,17.3,Intel Core i5,8,1281,Nvidia,Windows,2.73,94305,No,Yes
Asus,2 in 1 Convertible,15.6,Intel Core i5,8,1,Intel,Windows,2.2,39373,Yes,No
Lenovo,Notebook,15.6,AMD,12,512,AMD,Windows,2.2,50562,No,No
Dell,2 in 1 Convertible,11.6,Intel Other,4,128,Intel,Windows,1.39,32127,Yes,No
Other,Notebook,15.6,Intel Core i7,16,1281,Nvidia,Windows,2.5,90522,No,No
Lenovo,Notebook,17.3,Intel Core i3,4,500,Intel,Other,2.8,28185,No,No
Lenovo,Notebook,15.6,Intel Core i3,8,1,Intel,Windows,2.29,24455,No,No
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,512,Intel,Windows,1.37,107892,Yes,Yes
Lenovo,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.7,78534,No,Yes
Dell,2 in 1 Convertible,12.5,Intel Core i5,8,256,Intel,Windows,1.34,88977,Yes,No
Dell,Other,15.6,Intel Core i7,8,256,Nvidia,Windows,2.06,93932,Yes,No
HP,Notebook,15.6,Intel Core i7,8,256,Intel,Windows,1.84,64948,No,No
